text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
Which countries can I change my PIN in?,21,39,8,country change pin,39,4.0,1,5
I think the exchange rate for the cash I withdrew was wrong.,76,60,12,think exchange rate cash withdrew wrong,60,4.083333333333333,1,2
Am I able to have a card sent to China?,9,39,10,able card sent china,39,3.0,1,3
Can I Transfer from SWIFT?,56,26,5,transfer swift,26,4.4,1,8
Recipient has not received the money,66,36,6,recipient received money,36,5.166666666666667,0,1
Why does my statement show a $1 charge on my account?,34,53,11,statement show charge account,53,3.909090909090909,2,1
how long and how much does it cost for new card,9,47,11,long much cost new card,47,3.3636363636363638,0,0
I made a transfer recently but it has not changed on my dashboard.,48,66,13,made transfer recently changed dashboard,66,4.153846153846154,1,1
My refund for a purchase hasn't  cone through yet.,51,50,9,refund purchase hasnt cone yet,50,4.555555555555555,2,1
I'm going to cancel a purchase.,52,31,6,going cancel purchase,31,4.333333333333333,2,1
Where can I obtain my virtual card?,40,35,7,obtain virtual card,35,4.142857142857143,1,2
I'm waiting for my transaction to complete.,66,43,7,waiting transaction complete,43,5.285714285714286,2,1
Is it possible to get a Visa and Mastercard from you?,73,53,11,possible get visa mastercard,53,3.909090909090909,1,3
Please help!  There was an extra fee when I got cash.,19,53,11,please help extra fee got cash,53,3.8181818181818183,2,3
how do you determine your exchange rates because one of yours was off when i got cash,76,85,17,determine exchange rate one got cash,85,4.0588235294117645,0,0
my exchange rate looks wrong for my last payment,17,48,9,exchange rate look wrong last payment,48,4.444444444444445,0,0
What process should I use to transfer money into my account?,65,60,11,process use transfer money account,60,4.545454545454546,1,2
Why did I have to pay extra because I paid with card?,15,53,12,pay extra paid card,53,3.5,1,3
When can I expect my new card to get here?,12,42,10,expect new card get,42,3.3,1,2
I ordered my card but it hasn't been delivered yet,11,50,10,ordered card hasnt delivered yet,50,4.1,1,1
How do I retrieve a trapped card from a ATM?,18,44,10,retrieve trapped card atm,44,3.5,1,5
I have a top up card. Where is the verification code?,71,53,11,top card verification code,53,3.909090909090909,2,2
I made a transfer and was charged extra. Why?,64,45,9,made transfer charged extra,45,4.111111111111111,2,2
So I just put my top-up into the card and it hasn't changed.,47,60,13,put topup card hasnt changed,60,3.6923076923076925,3,2
I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,16,213,42,need freeze card soon possible checked account saw several payment dont recognize course day investigate get money back,213,4.095238095238095,4,4
What can I do to make my physical card work?,14,44,10,make physical card work,44,3.5,1,2
"I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back?",16,145,32,saw charge card past day dont recognize need freeze card asap able get money back,145,3.5625,3,5
Are there any fees for adding money with an international card?,57,63,11,fee adding money international card,63,4.818181818181818,1,1
I have no way to prove my identity.,68,35,8,way prove identity,35,3.5,1,1
"My bank app said that I got cash from an ATM, but that's a mistake.",20,67,15,bank app said got cash atm thats mistake,67,3.533333333333333,3,5
How do I find the top-up verification code?,71,43,8,find topup verification code,43,4.5,2,2
How do I find my PIN?,38,21,6,find pin,21,2.6666666666666665,1,5
What are the limitations on the disposable cards?,29,49,8,limitation disposable card,49,5.25,1,1
I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back?,16,151,31,need freeze card charge authorize theyve coming couple day get money back,151,3.903225806451613,5,4
Why was the exchange wrong for the item I purchased?,17,52,10,exchange wrong item purchased,52,4.3,1,2
My cash received does not match what has been requested,75,55,10,cash received match requested,55,4.6,0,1
Can you tell me if there are limits to disposable virtual cards?,29,64,12,tell limit disposable virtual card,64,4.416666666666667,1,1
The ATM didn't give me the card back!,18,37,8,atm didnt give card back,37,3.75,2,4
"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",47,175,32,hello new customer tried topping first time according information transaction instant still show pending,175,4.5,6,3
"I have been waiting for my transfer, shouldn't it be here already?",67,66,12,waiting transfer shouldnt already,66,4.583333333333333,3,1
My transfer to an account failed.,7,33,6,transfer account failed,33,4.666666666666667,1,1
how much do you charge to top up US cards?,57,42,10,much charge top card,42,3.3,1,2
Is there an age limit for opening an account?,1,45,9,age limit opening account,45,4.111111111111111,1,1
I want to cancel a transfer I just made.,8,40,9,want cancel transfer made,40,3.5555555555555554,1,2
I tried to use my card to top up but all of the money has disappeared.,62,70,16,tried use card top money disappeared,70,3.4375,1,1
"My phone was stolen, help!",42,26,5,phone stolen help,26,4.4,2,1
How many cards can I have?,39,26,6,many card,26,3.5,1,2
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",15,152,31,multiple instance added fee payment well didnt outline fee added,152,3.935483870967742,4,2
Why is the exchange rate wrong for my cash withdrawal?,76,54,10,exchange rate wrong cash withdrawal,54,4.5,1,1
Can I reactivate my PIN?,49,24,5,reactivate pin,24,4.0,1,5
Will I be charged for a SEPA transfer?,56,38,8,charged sepa transfer,38,3.875,1,6
Are PIN separately?,38,19,3,pin separately,19,5.666666666666667,1,4
Will I get Visa or MasterCard?,73,30,6,get visa mastercard,30,4.166666666666667,1,5
What do I need to do for a PIN?,38,31,9,need pin,31,2.5555555555555554,1,5
Is the 1 pound charge going to be reimbursed on my card?,34,56,12,pound charge going reimbursed card,56,3.75,1,1
"I have a strange transaction for £1 on my statement, what is that?",34,66,13,strange transaction statement,66,4.153846153846154,2,1
I just completed a bank transfer and the balance didn't update,5,62,11,completed bank transfer balance didnt update,62,4.7272727272727275,1,1
"I followed the instructions to transfer money using my card, but then the money disappeared and I don't know what happened.",62,123,21,followed instruction transfer money using card money disappeared dont know happened,123,4.904761904761905,3,2
How can I use American Express to add money to my account?,54,58,12,use american express add money account,58,3.9166666666666665,1,4
The card payment I attempted to make failed.,25,44,8,card payment attempted make failed,44,4.625,1,2
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,15,130,27,check see fee added payment specific instance result fee added,130,3.8518518518518516,2,3
Seems like my top-up has been cancelled,61,39,7,seems like topup cancelled,39,4.714285714285714,1,1
I tried transferring to an account but it won't let me.,7,55,11,tried transferring account wont let,55,4.090909090909091,2,1
How can someone add money to my account?,62,40,8,someone add money account,40,4.125,1,1
i need to expedite my card,12,26,6,need expedite card,26,3.5,0,0
Where are the virtual cards located?,40,36,6,virtual card located,36,5.166666666666667,1,1
I need assistance with activating my new card.,0,46,8,need assistance activating new card,46,4.875,1,1
How long does it take to verify a cash withdraw?,46,48,10,long take verify cash withdraw,48,3.9,1,1
I am not satisfied with your service.  Close my account.,55,56,10,satisfied service close account,56,4.6,2,2
I am seeing inside the App a some cash withdrawal that is not mine,20,66,14,seeing inside app cash withdrawal mine,66,3.7857142857142856,0,2
"i need a refund from you because the merchant is refusing, can you do that?",51,75,15,need refund merchant refusing,75,4.066666666666666,2,0
Is there a way to use this app with a disposable virtual card?,37,62,13,way use app disposable virtual card,62,3.8461538461538463,1,1
What methods can I use to top up my account?,58,44,10,method use top account,44,3.5,1,2
Why didn't I receive the right amount of cash?,75,46,9,didnt receive right amount cash,46,4.222222222222222,2,2
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,5,155,32,want sure everything okay made transfer account still showing long typically take,155,3.875,3,5
Why is there an extra charge for money that was withdrawn?,19,58,11,extra charge money withdrawn,58,4.363636363636363,1,1
I am not being recognized by the app.,68,37,8,recognized app,37,3.75,1,1
Why am I not allowed to add a certain beneficiary?,7,50,10,allowed add certain beneficiary,50,4.1,1,2
can i verify my identity i the app,69,34,8,verify identity app,34,3.375,0,0
"How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",48,164,29,long transfer actually take bought something online couple day ago sent money immediately online seller say still yet,164,4.689655172413793,4,4
