text,label,text_length,word_count
I was spending cash with my card and got a fee.,15,47,11
What are these fees i am paying?,15,32,7
Why have I been charged a fee for card payment?,15,47,10
How come I was charged an extra fee when paying with the card?,15,62,13
Why is there a charged fee for debit or credit card payment?,15,60,12
Am I getting charged for making a payment?,15,42,8
Why do some of my payments have fees?  I don't understand.,15,58,11
Why did I have to pay an additional amount when using my card to pay?,15,69,15
I paid with my card and I was charged a fee,15,43,11
There was a charge applied when I used my card.,15,47,10
I was charged a hidden fee when I paid with card.,15,49,11
Why does it cost more to pay with my card?,15,42,10
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,15,98,20
I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.,15,213,41
Why was I charged extra when paying with card?,15,46,9
Why am I charged a fee when using my debit or credit card?,15,58,13
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",15,103,17
Why was the price higher when I paid with my card?,15,50,11
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,15,97,19
I didn't know I was going to get charged to use my card.,15,56,13
I have been charged an extra fee when buying from your store. Why is this?,15,74,15
What is this extra fee that I got when I used my card to pay?,15,61,15
Was I charged extra for using my card?,15,38,8
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,15,118,23
Why was I charged an additional fee when paying with card?,15,58,11
Why did I get charged extra?,15,28,6
I paid with card and I was charged a fee,15,40,10
I made a purchase but never expected to see a fee charged for the transaction.,15,78,15
I was charged for using my card?,15,32,7
My card was charged more than expected.,15,39,7
Where can I check to see if there will be a fee added to my payment? Are there specific instances that will result in a fee added?,15,130,27
Why have i been charged a fee for using my card?,15,48,11
Why was I charged extra using my card?,15,38,8
How was I charged extra when I used my card to pay?,15,51,12
When do i get charged a fee for using the card?,15,47,11
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",15,87,20
Why was I charged a fee for my card payment?,15,44,10
Why was I charged an extra fee when using the card?,15,51,11
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,15,106,22
What is the charge for paying with my card?,15,43,9
I paid with my card and ended up being charged a fee.,15,53,12
Why is there a fee on a card payment?,15,37,9
I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.,15,147,25
I don't think I should have been charged a fee to use my card.,15,62,14
A fee that shouldn't be there is there after using my card!,15,59,12
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",15,203,41
Why am I getting charged more for using my card?,15,48,10
I see a fee that I think was charged because I paid by card.,15,60,14
What are the fees imposed when I make a transaction?,15,52,10
What was the extra charge for using my card?,15,44,9
Why was a fee added to my bill when I used my card?,15,51,13
Please tell my why I was charged a fee for using my card?,15,57,13
How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info.,15,135,29
I was charged a fee when buying stuff with my card.,15,51,11
I was charged an additional amount of money for making a purchase with my card,15,78,15
What is the fee charged for using my card?,15,42,9
I just saw a fee on my account. When do these get charged?,15,58,13
Is it normal to get charged extra when i use my card?,15,53,12
This fee shouldn't be there after I paid with a card.,15,53,11
Why am I charged an extra fee on my card?,15,41,10
Why did I get charged more for using my card?,15,45,10
I recently bought an item using my card and I was charged an extra fee why is this?,15,83,18
I am angry that I got charged for using my card.,15,48,11
I wanted to know why i got an additional fee when i use my card.,15,64,15
"Is there a fee for making a payment? If so, let me know why.",15,60,14
Please tell me why I would have to pay a fee for a recent payment. Thanks.,15,74,16
Why was I charged a fee for debit or credit card payment?,15,57,12
Why was an extra charge added when I used my card?,15,50,11
Why have I been charged a small fee to use my card?,15,51,12
I was charged an extra fee for a card payment. I was unaware of these fees beforehand.,15,86,17
Why is there a fee associated with card use?,15,44,9
What is this fee showing up in my account for?,15,46,10
I got charged for with a fee for paying with my card.,15,53,12
Why am I being charged a fee on a card payment?,15,47,11
Is there a  way to  get around fees,15,35,8
I noticed an extra fee when I paid with my card.,15,48,11
You advertise no fee when paying with a card then my statement shows a fee.,15,75,15
"There was an extra fee when I paid with my card, why was i charged this extra fee?",15,82,18
Why was there an additional fee on the payment I just made? I don't usually have additional fees applied to my payments.,15,120,22
what is this extra charge with my purchase?,15,43,8
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,15,169,33
Please explain the extra fee when I paid with the card.,15,55,11
When do you charge fees on accounts? I just saw a charge on my statement.,15,73,15
After I used my card I saw I was charged a fee for using it,15,59,15
Is there an allowance on cards?,15,31,6
Why am I being charged a hidden fee?,15,36,8
Can you explain why I was charged extra when I used the card?,15,61,13
Why did I get charged a fee on my card?,15,39,10
Do you have charges now when you pay with a card?,15,49,11
What is the extra fee that was added when I used the card?,15,58,13
Why am I charged a fee for using my card on some purchases?,15,59,13
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,15,128,28
How can I tell if there will be a fee added to my payment or not?,15,65,16
You promised no fees but now I've got one. What the hell!?,15,58,12
How do I know which payments I make will have additional fees? Where can I find this information online?,15,104,19
I am worried that too much time has gone by for a transfer to be completed.,66,75,16
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,66,147,29
My money transaction can't be seen by the person I sent it to,66,61,13
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",66,200,40
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",66,220,39
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",66,223,40
